"PUBID","KEY!SEX","KEY!RACE_ETHNICITY","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","YEMP_OCCODE-2002.13","YHEA-1320~000004","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","YEMP_OCCODE-2002.10","YEMP_OCCODE-2002.11","YEMP_OCCODE-2002.12","CV_CHILD_BIRTH_DATE.01~Y","CV_CHILD_BIRTH_DATE.02~Y","CV_CHILD_BIRTH_DATE.03~Y","CV_CHILD_BIRTH_DATE.04~Y","CV_CHILD_BIRTH_DATE.05~Y","CV_CHILD_BIRTH_DATE.06~Y","CV_CHILD_BIRTH_DATE.07~Y","CV_CHILD_BIRTH_DATE.08~Y","CV_CHILD_BIRTH_DATE.09~Y","CV_CHILD_BIRTH_DATE.10~Y","CV_CHILD_BIRTH_DATE.11~Y","CV_CHILD_BIRTH_DATE.12~Y","CV_CHILD_BIRTH_DATE.13~Y","CV_CHILD_BIRTH_DATE.14~Y","CV_CHILD_BIRTH_DATE.15~Y"
7464,1,2,29,52250,3,1,2,2,6530,-4,-4,-4,-4,-4,-4,-4,-4,30,59801,4,2,2,1,6500,6530,-4,-4,-4,-4,-4,-4,-4,31,72811,4,2,2,0,6500,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,75000,5,3,2,1,6500,6500,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2001,2005,2010,2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7465,1,2,26,48000,3,1,2,2,8140,-4,-4,-4,-4,-4,-4,-4,-4,27,-3,6,1,2,7,7800,-4,-4,-4,-4,-4,-4,-4,-4,28,-3,1,0,2,2,4140,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,112500,7,3,2,3,9120,3940,6350,7310,9990,-4,-4,-4,-4,-4,-4,-4,2009,2015,2018,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7466,1,2,28,94000,4,2,3,3,8950,-4,-4,-4,-4,-4,-4,-4,-4,29,86000,5,3,3,1,8950,-4,-4,-4,-4,-4,-4,-4,-4,30,87000,5,3,3,4,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,118000,6,4,3,0,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7467,2,2,27,115000,5,3,3,1,3600,-4,-4,-4,-4,-4,-4,-4,-4,28,45250,6,4,3,1,2020,3600,-4,-4,-4,-4,-4,-4,-4,29,35000,5,4,3,1,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,65308,7,5,3,0,3130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,2003,2006,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7468,2,2,26,93000,6,3,3,1,420,-4,-4,-4,-4,-4,-4,-4,-4,27,94000,7,3,3,1,420,-4,-4,-4,-4,-4,-4,-4,-4,28,91000,4,2,3,7,420,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-3,4,2,3,2,3800,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2005,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7469,2,2,28,51500,5,3,3,2,3530,-4,-4,-4,-4,-4,-4,-4,-4,29,46250,5,3,3,1,3530,-4,-4,-4,-4,-4,-4,-4,-4,30,42750,6,4,3,3,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,83000,7,5,3,0,5700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1999,2001,2006,2010,2012,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7470,2,2,25,100000,4,2,2,3,3410,-4,-4,-4,-4,-4,-4,-4,-4,26,69950,4,2,2,2,3410,3410,-4,-4,-4,-4,-4,-4,-4,27,103000,6,2,2,3,3130,3410,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,150100,5,3,2,1,3130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2009,2012,2021,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7471,1,2,28,90000,6,4,2,3,9130,-4,-4,-4,-4,-4,-4,-4,-4,29,97000,6,4,2,1,9130,-4,-4,-4,-4,-4,-4,-4,-4,30,68000,6,4,2,51,9130,9130,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,261000,8,4,2,5,9130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2002,2006,2007,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7472,1,2,26,47000,5,3,4,4,6320,-4,-4,-4,-4,-4,-4,-4,-4,27,-3,3,1,2,6,9520,6320,-4,-4,-4,-4,-4,-4,-4,28,34557,4,2,2,7,9520,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,40779,5,3,2,1,4610,6050,6320,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7473,1,2,28,4500,7,3,2,3,8800,8800,-4,-4,-4,-4,-4,-4,-4,29,10001,5,3,2,42,7200,-4,-4,-4,-4,-4,-4,-4,-4,30,1200,6,3,2,10,7200,6050,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-3,1,0,3,2,7200,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2003,2005,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7474,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,29,-3,3,2,2,20,4700,-4,-4,-4,-4,-4,-4,-4,-4,29,36750,3,2,2,12,4700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,33,-3,4,2,2,1,5620,4850,3740,3740,4700,-4,-4,-4,-4,-4,-4,-4,2009,2017,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7475,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,26,10000,4,1,2,1,7750,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7476,1,2,28,60000,4,2,3,3,-3,-4,-4,-4,-4,-4,-4,-4,-4,29,62500,4,2,3,5,-3,-4,-4,-4,-4,-4,-4,-4,-4,30,0,3,0,3,10,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,50005,4,2,3,3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2004,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7477,2,2,25,115286,2,0,4,1,4760,-4,-4,-4,-4,-4,-4,-4,-4,26,152950,3,0,2,9,4760,4760,-4,-4,-4,-4,-4,-4,-4,27,150000,1,0,3,1,4760,4760,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,23500,2,0,3,3,4700,4760,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2018,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7478,2,2,29,23000,3,0,2,0,4230,-4,-4,-4,-4,-4,-4,-4,-4,30,26800,2,0,2,7,4230,-4,-4,-4,-4,-4,-4,-4,-4,31,59500,2,0,2,1,4230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,64400,3,1,2,0,4230,4220,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2014,2018,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7479,2,2,27,65000,5,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,60750,5,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,55750,5,3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,75000,5,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2005,2007,2008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7480,2,2,25,46000,3,1,2,0,5120,-4,-4,-4,-4,-4,-4,-4,-4,26,41750,4,2,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,40250,4,2,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,75000,4,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7481,1,2,26,29371,4,2,3,2,6350,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7482,2,2,29,76774,5,3,3,0,3650,-4,-4,-4,-4,-4,-4,-4,-4,30,76000,5,3,2,7,3650,-4,-4,-4,-4,-4,-4,-4,-4,30,55000,5,3,2,0,3650,4040,-4,-4,-4,-4,-4,-4,-4,-4,0,35,63036,5,3,3,1,3650,4040,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1998,2001,2003,2017,2019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7483,1,2,26,48400,2,0,3,7,6260,4760,-4,-4,-4,-4,-4,-4,-4,27,-3,4,1,3,1,5620,6260,-4,-4,-4,-4,-4,-4,-4,28,158675,5,2,3,1,8950,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,75000,4,2,3,2,8140,8140,8140,-4,-4,-4,-4,-4,-4,-4,-4,-4,2002,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7484,1,2,26,60000,3,1,3,4,9130,-4,-4,-4,-4,-4,-4,-4,-4,28,80000,3,1,3,10,9130,-4,-4,-4,-4,-4,-4,-4,-4,29,316618,4,1,3,6,9130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7485,1,2,28,150000,3,1,2,5,6440,-4,-4,-4,-4,-4,-4,-4,-4,29,117000,3,1,2,4,6440,-4,-4,-4,-4,-4,-4,-4,-4,30,205000,3,1,2,0,6440,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7486,2,2,29,34000,5,3,2,7,4610,4760,-4,-4,-4,-4,-4,-4,-4,30,50250,5,3,3,7,4610,-4,-4,-4,-4,-4,-4,-4,-4,31,39000,5,3,2,1,4610,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,35,49000,5,2,3,1,4610,5860,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7487,2,2,24,72000,6,4,3,3,4720,-4,-4,-4,-4,-4,-4,-4,-4,25,80251,7,5,2,3,4720,-4,-4,-4,-4,-4,-4,-4,-4,26,64250,7,5,2,2,4720,4120,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,39000,5,3,2,2,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2008,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7488,1,2,26,11000,6,4,3,5,5620,-4,-4,-4,-4,-4,-4,-4,-4,27,13750,5,2,2,3,5620,-4,-4,-4,-4,-4,-4,-4,-4,28,10500,6,4,2,1,5620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,47811,7,5,3,3,6420,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2002,2005,2007,2007,2008,2011,2017,2020,-4,-4,-4,-4,-4,-4,-4
7489,2,2,25,39800,4,2,2,6,4700,-4,-4,-4,-4,-4,-4,-4,-4,27,17494,5,2,2,7,5110,5400,-4,-4,-4,-4,-4,-4,-4,28,18250,5,3,2,1,5110,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,41750,6,3,2,0,5110,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2004,2009,2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7490,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,82000,5,3,3,0,2000,4710,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7491,2,2,26,138000,5,0,2,10,2310,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,32,143000,4,2,3,5,2310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2010,2012,2017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7492,2,2,29,95000,3,0,2,2,2200,-4,-4,-4,-4,-4,-4,-4,-4,30,88750,4,1,2,0,2200,-4,-4,-4,-4,-4,-4,-4,-4,30,73000,5,1,2,2,2200,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,112250,4,2,3,2,2200,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7493,2,2,27,24000,6,2,2,7,4720,-4,-4,-4,-4,-4,-4,-4,-4,28,32750,6,2,2,4,5240,-4,-4,-4,-4,-4,-4,-4,-4,30,38950,6,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2002,2007,2011,2012,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7494,2,2,25,23000,3,1,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,30750,4,2,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,62650,4,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,25000,4,2,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2004,2010,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7495,2,2,27,141000,5,3,4,7,5360,-4,-4,-4,-4,-4,-4,-4,-4,28,78000,5,3,3,12,5140,-4,-4,-4,-4,-4,-4,-4,-4,29,89750,6,3,3,1,5140,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,33,112500,5,3,3,1,130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2001,2006,2008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7496,2,2,28,120951,9,6,2,6,4600,-4,-4,-4,-4,-4,-4,-4,-4,29,-3,9,6,2,1,4600,-4,-4,-4,-4,-4,-4,-4,-4,30,121934,5,3,2,1,4600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,43356,6,4,2,2,4600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2004,2005,2008,2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7497,1,2,25,64000,6,3,2,2,6260,-4,-4,-4,-4,-4,-4,-4,-4,26,55400,6,3,2,7,6260,-4,-4,-4,-4,-4,-4,-4,-4,27,-3,6,3,2,1,9620,6260,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,55000,1,0,3,1,4000,4020,4020,8950,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7498,1,2,26,183000,3,1,3,1,6200,-4,-4,-4,-4,-4,-4,-4,-4,28,290810,3,1,3,4,6200,-4,-4,-4,-4,-4,-4,-4,-4,28,101286,4,2,3,1,6200,6440,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-3,4,2,2,-2,7340,6440,6440,6440,-4,-4,-4,-4,-4,-4,-4,-4,2008,2011,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7499,2,2,25,313365,3,1,3,3,5240,-4,-4,-4,-4,-4,-4,-4,-4,26,139243,3,1,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,316618,3,1,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,60000,3,2,2,0,5340,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7500,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7501,2,2,27,59500,5,1,2,1,5620,9640,-4,-4,-4,-4,-4,-4,-4,28,18000,4,1,2,2,6040,5620,-4,-4,-4,-4,-4,-4,-4,29,-3,6,-3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-3,6,4,3,2,4720,4430,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7502,1,2,27,40000,6,3,2,2,7550,-4,-4,-4,-4,-4,-4,-4,-4,28,-3,4,2,2,2,7550,-4,-4,-4,-4,-4,-4,-4,-4,29,7500,7,5,2,14,6200,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,33,11000,4,2,2,4,4250,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,2003,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7503,1,2,25,59500,4,2,3,2,4220,4220,8800,-4,-4,-4,-4,-4,-4,26,60929,5,2,3,10,6260,6920,9500,-4,-4,-4,-4,-4,-4,27,97863,4,2,3,3,6210,6260,6260,-4,-4,-4,-4,-4,-4,-4,0,31,100000,4,2,2,3,7360,6230,7360,8140,6230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7504,2,2,25,30250,4,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,18707,4,2,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,20815,4,2,2,1,5860,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,31,7642,4,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2005,2009,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7505,1,2,26,71903,7,2,2,3,6050,9640,-4,-4,-4,-4,-4,-4,-4,27,51890,8,3,2,2,6050,-4,-4,-4,-4,-4,-4,-4,-4,28,57750,7,3,2,2,9990,6040,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,57000,7,4,2,1,8960,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2005,2007,2009,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7506,1,2,29,109280,4,2,4,7,3130,3130,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,125000,5,3,3,5,3130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7507,1,2,27,-3,4,2,2,7,3850,-4,-4,-4,-4,-4,-4,-4,-4,28,-3,3,0,2,7,3850,-4,-4,-4,-4,-4,-4,-4,-4,29,140000,3,0,2,6,3850,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,329331,1,0,3,4,20,6940,9130,-4,-4,-4,-4,-4,-4,-4,-4,-4,2007,2009,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7508,2,2,25,-3,5,1,2,6,6000,-4,-4,-4,-4,-4,-4,-4,-4,26,64768,6,3,2,10,9640,-4,-4,-4,-4,-4,-4,-4,-4,27,-3,6,3,2,2,9640,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,15209,5,3,2,10,6000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7509,2,2,26,71366,5,1,2,0,4760,-4,-4,-4,-4,-4,-4,-4,-4,27,39300,4,1,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,81250,8,3,2,2,4510,4510,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,71200,5,1,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7510,1,2,26,91000,3,1,3,7,3410,-4,-4,-4,-4,-4,-4,-4,-4,27,108760,3,1,2,7,3410,-4,-4,-4,-4,-4,-4,-4,-4,28,108856,7,3,3,4,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-3,4,2,3,1,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7511,2,2,27,65534,4,2,3,7,5700,-4,-4,-4,-4,-4,-4,-4,-4,28,71471,6,4,2,0,5700,-4,-4,-4,-4,-4,-4,-4,-4,29,79320,3,2,3,1,5700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,115000,4,2,2,2,5700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2002,2008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7512,2,2,27,66300,4,2,4,1,2540,-4,-4,-4,-4,-4,-4,-4,-4,28,97600,4,2,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,121000,4,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,204505,4,2,3,2,2430,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2002,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7513,2,2,27,71230,6,4,3,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,14970,6,4,3,0,5110,4720,-4,-4,-4,-4,-4,-4,-4,29,21857,6,4,3,7,5110,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,66054,6,4,3,2,5110,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1998,2000,2002,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7514,2,2,27,-3,3,0,2,3,8960,-4,-4,-4,-4,-4,-4,-4,-4,28,500,3,0,2,1,8960,4600,-4,-4,-4,-4,-4,-4,-4,29,25060,3,0,2,7,8960,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,33,0,3,0,2,0,8960,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7515,1,2,26,32107,1,0,4,1,9840,-4,-4,-4,-4,-4,-4,-4,-4,27,31103,1,0,2,7,9840,-4,-4,-4,-4,-4,-4,-4,-4,28,28000,1,0,5,2,9840,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,32,37800,1,0,2,0,9840,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7516,1,2,27,60000,2,0,3,7,410,-4,-4,-4,-4,-4,-4,-4,-4,28,24000,2,0,3,1,410,-4,-4,-4,-4,-4,-4,-4,-4,29,43000,3,1,3,5,410,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,100000,3,1,3,7,5330,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2011,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7517,2,2,25,-3,2,1,5,0,5000,710,-4,-4,-4,-4,-4,-4,-4,26,4250,4,1,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,316618,4,1,3,0,4760,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,75250,6,4,3,0,430,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2008,2011,2013,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7518,1,2,28,25000,6,2,3,3,5100,-4,-4,-4,-4,-4,-4,-4,-4,29,25500,6,2,3,7,5100,-4,-4,-4,-4,-4,-4,-4,-4,30,25000,6,2,3,7,5100,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,36000,4,0,2,4,5100,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
